Time,Obs_Hrs,Sharp_Shinned_Hawk,Cooper_Hawk,Golden_Eagle,Year,Month,Day,Wind_Speed,Air_Pressure,Snow_Depth,Precip,Avg_Temp,Max_Temp,Min_Temp
10/9/2019,0,0,0,0,2019,10,9,4.7,23.17621848739496,1.7142857142857142,0.3,16.5,22.3,8.6
10/10/2019,7,0,0,7,2019,10,10,2.4,23.51621848739496,6,0.5,18.5,27.7,11.5
10/11/2019,8.5,6,0,45,2019,10,11,2.1,23.526218487394956,2,0.4,29.8,38.1,13.8
10/12/2019,8,5,0,40,2019,10,12,2.1,23.346218487394957,2,0.17142857142857143,40.8,48.6,29.1
10/13/2019,8.5,22,5,57,2019,10,13,2.9,23.19621848739496,1,0.1142857142857143,45,55.9,30.9
10/14/2019,8,0,2,29,2019,10,14,2.9,23.15621848739496,1,0.1142857142857143,38.3,46.4,26.8
10/15/2019,8,9,4,17,2019,10,15,2.8,23.396218487394957,0.2857142857142857,0.1142857142857143,42.6,53.4,25.2
10/16/2019,8.5,16,0,90,2019,10,16,2.5,23.276218487394956,0.2857142857142857,0.1142857142857143,54,62.6,48.4
10/17/2019,8,11,0,116,2019,10,17,3.9,22.976218487394956,0.2857142857142857,0.4,46.9,58.5,33.8
10/18/2019,7.25,5,1,21,2019,10,18,5.6,23.026218487394956,0.2857142857142857,0.1142857142857143,33.8,37.2,30
10/19/2019,4.5,10,0,10,2019,10,19,4,23.03621848739496,0.2857142857142857,0.4,33.3,40.3,30
10/20/2019,0,0,0,0,2019,10,20,2.4,23.08621848739496,2,0.17142857142857143,30.4,39.4,21.2
10/21/2019,0,0,0,0,2019,10,21,1.7,23.256218487394957,3,0.5,32.2,35.2,26.8
10/22/2019,6.75,0,0,16,2019,10,22,2.9,23.30621848739496,6,0.3,38.3,46,31.5
10/23/2019,2,0,0,0,2019,10,23,2.3,23.396218487394957,4,0.17142857142857143,28.6,36.9,18.9
10/24/2019,7.5,0,0,39,2019,10,24,1.5,23.55621848739496,2,0.1,34.9,43.9,22.1
10/25/2019,7.5,5,0,21,2019,10,25,3.1,23.40621848739496,2,0.17142857142857143,48.7,56.1,41.4
10/26/2019,0,0,0,0,2019,10,26,4.6,23.186218487394957,2,0.3,23.9,46.8,10.8
10/27/2019,4.5,0,0,0,2019,10,27,2.8,23.456218487394956,6,0.1,12,20.3,1
10/28/2019,0,0,0,0,2019,10,28,2.8,23.28621848739496,5,0.5,11.3,21.6,9.785714285714285
10/29/2019,4.5,0,0,1,2019,10,29,3.4,23.46621848739496,10,0.1,19.742857142857144,15.3,-9
10/30/2019,4,0,0,5,2019,10,30,2,23.51621848739496,7,0.2,19.9,31.1,1.2
10/31/2019,0,0,0,0,2019,10,31,2.2,23.436218487394957,8,0.1,29.3,33.6,23.2
8/1/2020,0,0,0,0,2020,8,1,7.9,23.40621848739496,0,0,65.3,80.6,49.3
